region	chr	midPos	Nsites
(1085,1182)(3422,3760)(3200,3800)	scaffold_129	3500	99	0.049569
(1085,1182)(3422,3760)(3300,3900)	scaffold_129	3600	99	0.049569
(1085,1190)(3422,3999)(3400,4000)	scaffold_129	3700	107	0.049146
(1146,1283)(3606,4099)(3500,4100)	scaffold_129	3800	139	0.049283
(1146,1335)(3606,4151)(3600,4200)	scaffold_129	3900	191	0.049326
(1166,1335)(3744,4151)(3700,4300)	scaffold_129	4000	171	0.049349
(1183,1364)(3992,4368)(3800,4400)	scaffold_129	4100	183	0.049104
(1183,1364)(3992,4368)(3900,4500)	scaffold_129	4200	183	0.049104
(1191,1457)(4000,4599)(4000,4600)	scaffold_129	4300	268	0.049376
(1284,1553)(4100,4699)(4100,4700)	scaffold_129	4400	271	0.049371
(1336,1555)(4340,4701)(4200,4800)	scaffold_129	4500	221	0.049344
(1336,1578)(4340,4899)(4300,4900)	scaffold_129	4600	244	0.049333
(1365,1657)(4507,4999)(4400,5000)	scaffold_129	4700	294	0.049093
(1365,1753)(4507,5095)(4500,5100)	scaffold_129	4800	390	0.049017
(1458,1753)(4600,5095)(4600,5200)	scaffold_129	4900	297	0.048911
(1554,1761)(4700,5299)(4700,5300)	scaffold_129	5000	209	0.048759
(1556,1849)(4877,5387)(4800,5400)	scaffold_129	5100	295	0.049010
(1579,1849)(4900,5387)(4900,5500)	scaffold_129	5200	272	0.048994
(1658,1904)(5000,5599)(5000,5600)	scaffold_129	5300	248	0.049136
(1754,1955)(5292,5699)(5100,5700)	scaffold_129	5400	203	0.049495
(1754,1986)(5292,5778)(5200,5800)	scaffold_129	5500	234	0.049624
(1762,1986)(5300,5778)(5300,5900)	scaffold_129	5600	226	0.049637
(1850,1998)(5530,5999)(5400,6000)	scaffold_129	5700	150	0.049602
(1850,2076)(5530,6077)(5500,6100)	scaffold_129	5800	228	0.049212
(1905,2076)(5600,6077)(5600,6200)	scaffold_129	5900	173	0.049293
(1956,2076)(5700,6077)(5700,6300)	scaffold_129	6000	122	0.049041
(1987,2076)(5988,6077)(5800,6400)	scaffold_129	6100	91	0.048565
(1987,2076)(5988,6077)(5900,6500)	scaffold_129	6200	91	0.048565
(1999,2076)(6000,6077)(6000,6600)	scaffold_129	6300	79	0.048498
(2077,2109)(6867,6899)(6300,6900)	scaffold_129	6600	34	0.049121
(2077,2209)(6867,6999)(6400,7000)	scaffold_129	6700	134	0.049453
(2077,2247)(6867,7037)(6500,7100)	scaffold_129	6800	172	0.049385
(2077,2275)(6867,7144)(6600,7200)	scaffold_129	6900	200	0.049369
(2077,2309)(6867,7299)(6700,7300)	scaffold_129	7000	234	0.049336
(2077,2375)(6867,7365)(6800,7400)	scaffold_129	7100	300	0.049080
(74,449)(1000,1599)(1000,1600)	scaffold_13	1300	377	0.049250
(100,549)(1105,1699)(1100,1700)	scaffold_13	1400	451	0.049022
(195,572)(1200,1722)(1200,1800)	scaffold_13	1500	379	0.049138
(272,618)(1300,1853)(1300,1900)	scaffold_13	1600	348	0.049191
(336,682)(1486,1999)(1400,2000)	scaffold_13	1700	348	0.049291
(350,734)(1500,2051)(1500,2100)	scaffold_13	1800	386	0.049279
(450,798)(1600,2199)(1600,2200)	scaffold_13	1900	350	0.049246
(550,877)(1700,2285)(1700,2300)	scaffold_13	2000	329	0.049349
(573,972)(1808,2399)(1800,2400)	scaffold_13	2100	401	0.049208
(619,1034)(1936,2461)(1900,2500)	scaffold_13	2200	417	0.049240
(683,1110)(2000,2599)(2000,2600)	scaffold_13	2300	429	0.049183
(735,1190)(2136,2699)(2100,2700)	scaffold_13	2400	457	0.049068
(799,1290)(2200,2799)(2200,2800)	scaffold_13	2500	493	0.049069
(878,1371)(2305,2880)(2300,2900)	scaffold_13	2600	495	0.049194
(973,1371)(2400,2880)(2400,3000)	scaffold_13	2700	400	0.049129
(1035,1408)(2524,3099)(2500,3100)	scaffold_13	2800	375	0.049028
(1111,1508)(2600,3199)(2600,3200)	scaffold_13	2900	399	0.049106
(1191,1535)(2700,3226)(2700,3300)	scaffold_13	3000	346	0.049233
(1291,1560)(2800,3399)(2800,3400)	scaffold_13	3100	271	0.049339
(1372,1660)(3063,3499)(2900,3500)	scaffold_13	3200	290	0.049385
(1372,1733)(3063,3572)(3000,3600)	scaffold_13	3300	363	0.049379
(1409,1781)(3100,3699)(3100,3700)	scaffold_13	3400	374	0.049412
(1509,1832)(3200,3799)(3200,3800)	scaffold_13	3500	325	0.049284
(1536,1914)(3375,3894)(3300,3900)	scaffold_13	3600	380	0.049277
(1561,2012)(3400,3999)(3400,4000)	scaffold_13	3700	453	0.049094
(1661,2112)(3500,4099)(3500,4100)	scaffold_13	3800	453	0.049215
(1734,2163)(3646,4195)(3600,4200)	scaffold_13	3900	431	0.049161
(1782,2181)(3700,4299)(3700,4300)	scaffold_13	4000	401	0.049099
(1833,2281)(3800,4399)(3800,4400)	scaffold_13	4100	450	0.049175
(1915,2346)(3902,4499)(3900,4500)	scaffold_13	4200	433	0.049195
(2013,2443)(4000,4596)(4000,4600)	scaffold_13	4300	432	0.049298
(2113,2525)(4100,4699)(4100,4700)	scaffold_13	4400	414	0.049184
(2164,2580)(4282,4754)(4200,4800)	scaffold_13	4500	418	0.049230
(2182,2603)(4300,4899)(4300,4900)	scaffold_13	4600	423	0.049403
(2282,2666)(4400,4962)(4400,5000)	scaffold_13	4700	386	0.049351
(2347,2666)(4500,4962)(4500,5100)	scaffold_13	4800	321	0.049367
(2444,2666)(4618,4962)(4600,5200)	scaffold_13	4900	224	0.049433
(2526,2666)(4700,4962)(4700,5300)	scaffold_13	5000	142	0.049565
(2581,2666)(4877,4962)(4800,5400)	scaffold_13	5100	87	0.049652
(2604,2666)(4900,4962)(4900,5500)	scaffold_13	5200	64	0.049121
(2667,2719)(8447,8499)(7900,8500)	scaffold_13	8200	54	0.049429
(2667,2743)(8447,8523)(8000,8600)	scaffold_13	8300	78	0.048863
(2667,2743)(8447,8523)(8100,8700)	scaffold_13	8400	78	0.048863
(2667,2763)(8447,8799)(8200,8800)	scaffold_13	8500	98	0.048916
(2667,2863)(8447,8899)(8300,8900)	scaffold_13	8600	198	0.048671
(2667,2886)(8447,8922)(8400,9000)	scaffold_13	8700	221	0.048726
(2720,2886)(8500,8922)(8500,9100)	scaffold_13	8800	168	0.048538
(2744,2886)(8780,8922)(8600,9200)	scaffold_13	8900	144	0.048657
(2744,2886)(8780,8922)(8700,9300)	scaffold_13	9000	144	0.048657
(2764,2886)(8800,8922)(8800,9400)	scaffold_13	9100	124	0.048587
(2864,2886)(8900,8922)(8900,9500)	scaffold_13	9200	24	0.049238
(2887,2959)(12012,12084)(11500,12100)	scaffold_13	11800	74	0.049786
(2887,2980)(12012,12199)(11600,12200)	scaffold_13	11900	95	0.049649
(2887,3006)(12012,12290)(11700,12300)	scaffold_13	12000	121	0.049518
(2887,3054)(12012,12399)(11800,12400)	scaffold_13	12100	169	0.049447
(2887,3154)(12012,12499)(11900,12500)	scaffold_13	12200	269	0.049283
(2887,3254)(12012,12599)(12000,12600)	scaffold_13	12300	369	0.049271
(2960,3348)(12100,12693)(12100,12700)	scaffold_13	12400	390	0.049030
(2981,3350)(12265,12799)(12200,12800)	scaffold_13	12500	371	0.049026
(3007,3415)(12352,12899)(12300,12900)	scaffold_13	12600	410	0.049131
(3055,3515)(12400,12999)(12400,13000)	scaffold_13	12700	462	0.049102
(3155,3609)(12500,13099)(12500,13100)	scaffold_13	12800	456	0.049058
(3255,3685)(12600,13175)(12600,13200)	scaffold_13	12900	432	0.048948
(3349,3685)(12798,13175)(12700,13300)	scaffold_13	13000	338	0.049012
(3351,3756)(12800,13399)(12800,13400)	scaffold_13	13100	407	0.048906
(3416,3856)(12900,13499)(12900,13500)	scaffold_13	13200	442	0.045328
(3516,3863)(13000,13506)(13000,13600)	scaffold_13	13300	349	0.044344
(3610,3863)(13100,13506)(13100,13700)	scaffold_13	13400	255	0.043030
(3686,3903)(13329,13799)(13200,13800)	scaffold_13	13500	219	0.042011
(3686,4003)(13329,13899)(13300,13900)	scaffold_13	13600	319	0.044137
(3757,4071)(13400,13967)(13400,14000)	scaffold_13	13700	316	0.044275
(3857,4071)(13500,13967)(13500,14100)	scaffold_13	13800	216	0.048705
(3864,4114)(13760,14199)(13600,14200)	scaffold_13	13900	252	0.048935
(3864,4214)(13760,14299)(13700,14300)	scaffold_13	14000	352	0.048953
(3904,4313)(13800,14398)(13800,14400)	scaffold_13	14100	411	0.049013
(4004,4406)(13900,14499)(13900,14500)	scaffold_13	14200	404	0.048971
(4072,4432)(14157,14599)(14000,14600)	scaffold_13	14300	362	0.048959
(4072,4532)(14157,14699)(14100,14700)	scaffold_13	14400	462	0.049080
(4115,4568)(14200,14735)(14200,14800)	scaffold_13	14500	455	0.049085
(4215,4629)(14300,14893)(14300,14900)	scaffold_13	14600	416	0.049081
(4314,4670)(14407,14999)(14400,15000)	scaffold_13	14700	358	0.049190
(4407,4766)(14500,15095)(14500,15100)	scaffold_13	14800	361	0.049573
(4433,4766)(14600,15095)(14600,15200)	scaffold_13	14900	335	0.049632
(4533,4788)(14700,15299)(14700,15300)	scaffold_13	15000	257	0.049644
(4569,4888)(14833,15399)(14800,15400)	scaffold_13	15100	321	0.044988
(4630,4914)(14959,15425)(14900,15500)	scaffold_13	15200	286	0.044619
(4671,4914)(15000,15425)(15000,15600)	scaffold_13	15300	245	0.043815
(4767,4914)(15278,15425)(15100,15700)	scaffold_13	15400	149	0.039156
(4767,5005)(15278,15799)(15200,15800)	scaffold_13	15500	240	0.042952
(4789,5103)(15300,15899)(15300,15900)	scaffold_13	15600	316	0.044335
(4889,5114)(15400,15910)(15400,16000)	scaffold_13	15700	227	0.049029
(4915,5114)(15709,15910)(15500,16100)	scaffold_13	15800	201	0.049085
(4915,5114)(15709,15910)(15600,16200)	scaffold_13	15900	201	0.049085
(4915,5139)(15709,16299)(15700,16300)	scaffold_13	16000	226	0.049095
(5006,5199)(15800,16359)(15800,16400)	scaffold_13	16100	195	0.049083
(5104,5199)(15900,16359)(15900,16500)	scaffold_13	16200	97	0.049005
(5115,5201)(16275,16562)(16000,16600)	scaffold_13	16300	88	0.048994
(5115,5201)(16275,16562)(16100,16700)	scaffold_13	16400	88	0.048994
(5115,5217)(16275,16799)(16200,16800)	scaffold_13	16500	104	0.049447
(5140,5301)(16300,16883)(16300,16900)	scaffold_13	16600	163	0.049723
(5200,5379)(16561,16999)(16400,17000)	scaffold_13	16700	181	0.050312
(5200,5420)(16561,17040)(16500,17100)	scaffold_13	16800	222	0.050103
(5202,5420)(16784,17040)(16600,17200)	scaffold_13	16900	220	0.050111
(5202,5456)(16784,17299)(16700,17300)	scaffold_13	17000	256	0.050261
(5218,5556)(16800,17399)(16800,17400)	scaffold_13	17100	340	0.049575
(5302,5647)(16922,17499)(16900,17500)	scaffold_13	17200	347	0.049229
(5380,5702)(17000,17599)(17000,17600)	scaffold_13	17300	324	0.048750
(5421,5797)(17264,17699)(17100,17700)	scaffold_13	17400	378	0.048752
(5421,5893)(17264,17795)(17200,17800)	scaffold_13	17500	474	0.048939
(5457,5926)(17300,17899)(17300,17900)	scaffold_13	17600	471	0.048707
(5557,6025)(17400,17999)(17400,18000)	scaffold_13	17700	470	0.049084
(5648,6125)(17500,18099)(17500,18100)	scaffold_13	17800	479	0.049196
(5703,6225)(17600,18199)(17600,18200)	scaffold_13	17900	524	0.049191
(5798,6274)(17700,18299)(17700,18300)	scaffold_13	18000	478	0.049226
(5894,6374)(17867,18399)(17800,18400)	scaffold_13	18100	482	0.049206
(5927,6474)(17900,18499)(17900,18500)	scaffold_13	18200	549	0.049194
(6026,6574)(18000,18599)(18000,18600)	scaffold_13	18300	550	0.049058
(6126,6660)(18100,18685)(18100,18700)	scaffold_13	18400	536	0.049256
(6226,6697)(18200,18799)(18200,18800)	scaffold_13	18500	473	0.049429
(6275,6797)(18300,18899)(18300,18900)	scaffold_13	18600	524	0.049311
(6375,6887)(18400,18999)(18400,19000)	scaffold_13	18700	514	0.049365
(6475,6985)(18500,19099)(18500,19100)	scaffold_13	18800	512	0.049427
(6575,7037)(18600,19199)(18600,19200)	scaffold_13	18900	464	0.049445
(6661,7134)(18763,19296)(18700,19300)	scaffold_13	19000	475	0.049192
(6698,7134)(18800,19296)(18800,19400)	scaffold_13	19100	438	0.049191
(6798,7134)(18900,19296)(18900,19500)	scaffold_13	19200	338	0.049282
(6888,7134)(19000,19296)(19000,19600)	scaffold_13	19300	248	0.049019
(6986,7134)(19100,19296)(19100,19700)	scaffold_13	19400	150	0.048933
(7038,7142)(19200,19799)(19200,19800)	scaffold_13	19500	106	0.048862
(7135,7183)(19792,19840)(19300,19900)	scaffold_13	19600	50	0.049144
(7135,7193)(19792,19999)(19400,20000)	scaffold_13	19700	60	0.049140
(7135,7264)(19792,20070)(19500,20100)	scaffold_13	19800	131	0.049493
(7135,7314)(19792,20199)(19600,20200)	scaffold_13	19900	181	0.049403
(7135,7414)(19792,20299)(19700,20300)	scaffold_13	20000	281	0.049442
(7143,7474)(19800,20359)(19800,20400)	scaffold_13	20100	333	0.049395
(7184,7549)(19990,20499)(19900,20500)	scaffold_13	20200	367	0.049561
(7194,7649)(20000,20599)(20000,20600)	scaffold_13	20300	457	0.049354
(7265,7703)(20150,20653)(20100,20700)	scaffold_13	20400	440	0.049229
(7315,7767)(20200,20786)(20200,20800)	scaffold_13	20500	454	0.049137
(7415,7831)(20300,20899)(20300,20900)	scaffold_13	20600	418	0.049024
(7475,7911)(20425,20979)(20400,21000)	scaffold_13	20700	438	0.048757
(7550,7986)(20500,21099)(20500,21100)	scaffold_13	20800	438	0.048725
(7650,7987)(20600,21100)(20600,21200)	scaffold_13	20900	339	0.048744
(7704,7987)(20723,21100)(20700,21300)	scaffold_13	21000	285	0.048727
(7768,7991)(20836,21399)(20800,21400)	scaffold_13	21100	225	0.048788
(7832,8082)(20900,21490)(20900,21500)	scaffold_13	21200	252	0.048906
(7912,8082)(21025,21490)(21000,21600)	scaffold_13	21300	172	0.049460
(7987,8101)(21100,21699)(21100,21700)	scaffold_13	21400	116	0.049233
(7988,8157)(21396,21755)(21200,21800)	scaffold_13	21500	171	0.049116
(7988,8240)(21396,21899)(21300,21900)	scaffold_13	21600	254	0.049158
(7992,8340)(21400,21999)(21400,22000)	scaffold_13	21700	350	0.049412
(8083,8440)(21681,22099)(21500,22100)	scaffold_13	21800	359	0.049288
(8083,8484)(21681,22143)(21600,22200)	scaffold_13	21900	403	0.049295
(8102,8566)(21700,22299)(21700,22300)	scaffold_13	22000	466	0.049269
(8158,8660)(21814,22399)(21800,22400)	scaffold_13	22100	504	0.049233
(8241,8760)(21900,22499)(21900,22500)	scaffold_13	22200	521	0.049214
(8341,8852)(22000,22599)(22000,22600)	scaffold_13	22300	513	0.049051
(8441,8952)(22100,22699)(22100,22700)	scaffold_13	22400	513	0.049000
(8485,9052)(22218,22799)(22200,22800)	scaffold_13	22500	569	0.049027
(8567,9116)(22300,22899)(22300,22900)	scaffold_13	22600	551	0.049001
(8661,9216)(22400,22999)(22400,23000)	scaffold_13	22700	557	0.049043
(8761,9230)(22500,23099)(22500,23100)	scaffold_13	22800	471	0.049037
(8853,9328)(22600,23197)(22600,23200)	scaffold_13	22900	477	0.049182
(8953,9406)(22700,23299)(22700,23300)	scaffold_13	23000	455	0.049390
(9053,9458)(22800,23399)(22800,23400)	scaffold_13	23100	407	0.049413
(9117,9558)(22900,23499)(22900,23500)	scaffold_13	23200	443	0.049394
(9217,9618)(23000,23599)(23000,23600)	scaffold_13	23300	403	0.049378
(9231,9718)(23100,23699)(23100,23700)	scaffold_13	23400	489	0.049359
(9329,9747)(23222,23739)(23200,23800)	scaffold_13	23500	420	0.049213
(9407,9747)(23348,23739)(23300,23900)	scaffold_13	23600	342	0.049138
(9459,9747)(23400,23739)(23400,24000)	scaffold_13	23700	290	0.049094
(9559,9747)(23500,23739)(23500,24100)	scaffold_13	23800	190	0.049088
(9619,9747)(23600,23739)(23600,24200)	scaffold_13	23900	130	0.049257
(9719,9747)(23700,23739)(23700,24300)	scaffold_13	24000	30	0.049141
(9748,9824)(26202,26278)(25700,26300)	scaffold_13	26000	78	0.048981
(9748,9824)(26202,26278)(25800,26400)	scaffold_13	26100	78	0.048981
(9748,9906)(26202,26499)(25900,26500)	scaffold_13	26200	160	0.049613
(9748,10006)(26202,26599)(26000,26600)	scaffold_13	26300	260	0.049688
(9748,10092)(26202,26685)(26100,26700)	scaffold_13	26400	346	0.049555
(9748,10112)(26202,26799)(26200,26800)	scaffold_13	26500	366	0.049534
(9825,10171)(26415,26899)(26300,26900)	scaffold_13	26600	348	0.049668
(9825,10271)(26415,26999)(26400,27000)	scaffold_13	26700	448	0.049665
(9907,10313)(26500,27041)(26500,27100)	scaffold_13	26800	408	0.049471
(10007,10313)(26600,27041)(26600,27200)	scaffold_13	26900	308	0.049367
(10093,10313)(26780,27041)(26700,27300)	scaffold_13	27000	222	0.049453
(10113,10313)(26800,27041)(26800,27400)	scaffold_13	27100	202	0.049480
(10172,10313)(26900,27041)(26900,27500)	scaffold_13	27200	143	0.049426
(10272,10313)(27000,27041)(27000,27600)	scaffold_13	27300	43	0.048870
(10314,10363)(27850,27899)(27300,27900)	scaffold_13	27600	51	0.049237
(10314,10410)(27850,27946)(27400,28000)	scaffold_13	27700	98	0.049257
(10314,10410)(27850,27946)(27500,28100)	scaffold_13	27800	98	0.049257
(10314,10410)(27850,27946)(27600,28200)	scaffold_13	27900	98	0.049257
(10314,10479)(27850,28299)(27700,28300)	scaffold_13	28000	167	0.049398
(10314,10526)(27850,28399)(27800,28400)	scaffold_13	28100	214	0.049403
(10364,10619)(27900,28492)(27900,28500)	scaffold_13	28200	257	0.049243
(10411,10619)(28231,28492)(28000,28600)	scaffold_13	28300	210	0.049235
(10411,10619)(28231,28492)(28100,28700)	scaffold_13	28400	210	0.049235
(10411,10619)(28231,28492)(28200,28800)	scaffold_13	28500	210	0.049235
(10480,10690)(28300,28899)(28300,28900)	scaffold_13	28600	212	0.049043
(10527,10710)(28400,28919)(28400,29000)	scaffold_13	28700	185	0.048969
(10620,10710)(28829,28919)(28500,29100)	scaffold_13	28800	92	0.049000
(10620,10710)(28829,28919)(28600,29200)	scaffold_13	28900	92	0.049000
(10620,10710)(28829,28919)(28700,29300)	scaffold_13	29000	92	0.049000
(10620,10710)(28829,28919)(28800,29400)	scaffold_13	29100	92	0.049000
(10691,10710)(28900,28919)(28900,29500)	scaffold_13	29200	21	0.049121
(10711,10782)(30328,30399)(29800,30400)	scaffold_13	30100	73	0.049690
(10711,10847)(30328,30499)(29900,30500)	scaffold_13	30200	138	0.049158
(10711,10897)(30328,30549)(30000,30600)	scaffold_13	30300	188	0.049067
(10711,10897)(30328,30549)(30100,30700)	scaffold_13	30400	188	0.049067
(10711,10993)(30328,30799)(30200,30800)	scaffold_13	30500	284	0.049074
(10711,11034)(30328,30840)(30300,30900)	scaffold_13	30600	325	0.049078
(10783,11058)(30400,30970)(30400,31000)	scaffold_13	30700	277	0.048933
(10848,11108)(30500,31099)(30500,31100)	scaffold_13	30800	262	0.048982
(10898,11158)(30704,31149)(30600,31200)	scaffold_13	30900	262	0.049048
(10898,11200)(30704,31299)(30700,31300)	scaffold_13	31000	304	0.049024
(10994,11233)(30800,31332)(30800,31400)	scaffold_13	31100	241	0.048980
(11035,11309)(30947,31499)(30900,31500)	scaffold_13	31200	276	0.049109
(11059,11409)(31050,31599)(31000,31600)	scaffold_13	31300	352	0.048956
(11109,11458)(31100,31648)(31100,31700)	scaffold_13	31400	351	0.048862
(11159,11549)(31258,31799)(31200,31800)	scaffold_13	31500	392	0.048852
(11201,11623)(31300,31899)(31300,31900)	scaffold_13	31600	424	0.049158
(11234,11699)(31424,31999)(31400,32000)	scaffold_13	31700	467	0.049084
(11310,11781)(31500,32081)(31500,32100)	scaffold_13	31800	473	0.049172
(11410,11786)(31600,32199)(31600,32200)	scaffold_13	31900	378	0.049338
(11459,11886)(31709,32299)(31700,32300)	scaffold_13	32000	429	0.049398
(11550,11986)(31800,32399)(31800,32400)	scaffold_13	32100	438	0.049381
(11624,12015)(31900,32428)(31900,32500)	scaffold_13	32200	393	0.049092
(11700,12048)(32000,32599)(32000,32600)	scaffold_13	32300	350	0.049340
(11782,12148)(32195,32699)(32100,32700)	scaffold_13	32400	368	0.049254
(11787,12248)(32200,32799)(32200,32800)	scaffold_13	32500	463	0.049228
(11887,12340)(32300,32891)(32300,32900)	scaffold_13	32600	455	0.049245
(11987,12340)(32400,32891)(32400,33000)	scaffold_13	32700	355	0.049332
(12016,12408)(32567,33070)(32500,33100)	scaffold_13	32800	394	0.049361
(12049,12436)(32600,33199)(32600,33200)	scaffold_13	32900	389	0.049227
(12149,12476)(32700,33239)(32700,33300)	scaffold_13	33000	329	0.049289
(12249,12476)(32800,33239)(32800,33400)	scaffold_13	33100	229	0.049362
(12341,12476)(33003,33239)(32900,33500)	scaffold_13	33200	137	0.049583
(12341,12476)(33003,33239)(33000,33600)	scaffold_13	33300	137	0.049583
(12409,12476)(33172,33239)(33100,33700)	scaffold_13	33400	69	0.050005
(12437,12476)(33200,33239)(33200,33800)	scaffold_13	33500	41	0.050523
(12477,12478)(35198,35199)(34600,35200)	scaffold_13	34900	3	0.049121
(12477,12566)(35198,35287)(34700,35300)	scaffold_13	35000	91	0.049347
(12477,12566)(35198,35287)(34800,35400)	scaffold_13	35100	91	0.049347
(12477,12566)(35198,35287)(34900,35500)	scaffold_13	35200	91	0.049347
(12477,12643)(35198,35593)(35000,35600)	scaffold_13	35300	168	0.049292
(12477,12719)(35198,35699)(35100,35700)	scaffold_13	35400	244	0.049449
(12479,12819)(35200,35799)(35200,35800)	scaffold_13	35500	342	0.049287
(12567,12825)(35517,35805)(35300,35900)	scaffold_13	35600	260	0.049271
(12567,12839)(35517,35947)(35400,36000)	scaffold_13	35700	274	0.049266
(12567,12919)(35517,36099)(35500,36100)	scaffold_13	35800	354	0.049211
(12644,13019)(35624,36199)(35600,36200)	scaffold_13	35900	377	0.049176
(12720,13052)(35700,36232)(35700,36300)	scaffold_13	36000	334	0.049025
(12820,13052)(35800,36232)(35800,36400)	scaffold_13	36100	234	0.049102
(12826,13052)(35934,36232)(35900,36500)	scaffold_13	36200	228	0.049085
(12840,13071)(36020,36599)(36000,36600)	scaffold_13	36300	233	0.049026
(12920,13158)(36100,36686)(36100,36700)	scaffold_13	36400	240	0.049116
(13020,13182)(36200,36727)(36200,36800)	scaffold_13	36500	164	0.049362
(13053,13182)(36581,36727)(36300,36900)	scaffold_13	36600	131	0.049390
(13053,13223)(36581,36999)(36400,37000)	scaffold_13	36700	172	0.049456
(13053,13297)(36581,37073)(36500,37100)	scaffold_13	36800	246	0.049425
(13072,13297)(36600,37073)(36600,37200)	scaffold_13	36900	227	0.049512
(13159,13366)(36704,37299)(36700,37300)	scaffold_13	37000	209	0.049671
(13183,13466)(36910,37399)(36800,37400)	scaffold_13	37100	285	0.049508
(13183,13566)(36910,37499)(36900,37500)	scaffold_13	37200	385	0.049467
(13224,13638)(37000,37599)(37000,37600)	scaffold_13	37300	416	0.049275
(13298,13738)(37231,37699)(37100,37700)	scaffold_13	37400	442	0.049152
(13298,13838)(37231,37799)(37200,37800)	scaffold_13	37500	542	0.049185
(13367,13938)(37300,37899)(37300,37900)	scaffold_13	37600	573	0.049271
(13467,14035)(37400,37999)(37400,38000)	scaffold_13	37700	570	0.049195
(13567,14094)(37500,38099)(37500,38100)	scaffold_13	37800	529	0.049102
(13639,14174)(37600,38179)(37600,38200)	scaffold_13	37900	537	0.049227
(13739,14225)(37700,38299)(37700,38300)	scaffold_13	38000	488	0.049265
(13839,14274)(37800,38348)(37800,38400)	scaffold_13	38100	437	0.049244
(13939,14274)(37900,38348)(37900,38500)	scaffold_13	38200	337	0.048965
(14036,14274)(38000,38348)(38000,38600)	scaffold_13	38300	240	0.048977
(14095,14274)(38100,38348)(38100,38700)	scaffold_13	38400	181	0.049083
(14175,14274)(38249,38348)(38200,38800)	scaffold_13	38500	101	0.048952
(14226,14274)(38300,38348)(38300,38900)	scaffold_13	38600	50	0.049239
(14275,14299)(40075,40099)(39500,40100)	scaffold_13	39800	26	0.049138
(14275,14395)(40075,40195)(39600,40200)	scaffold_13	39900	122	0.049701
(14275,14395)(40075,40195)(39700,40300)	scaffold_13	40000	122	0.049701
(14275,14395)(40075,40195)(39800,40400)	scaffold_13	40100	122	0.049701
(14275,14449)(40075,40499)(39900,40500)	scaffold_13	40200	176	0.049478
(14275,14516)(40075,40599)(40000,40600)	scaffold_13	40300	243	0.049208
(14300,14616)(40100,40699)(40100,40700)	scaffold_13	40400	318	0.049514
(14396,14701)(40446,40799)(40200,40800)	scaffold_13	40500	307	0.049381
(14396,14794)(40446,40899)(40300,40900)	scaffold_13	40600	400	0.049388
(14396,14877)(40446,40999)(40400,41000)	scaffold_13	40700	483	0.049323
(14450,14977)(40500,41099)(40500,41100)	scaffold_13	40800	529	0.049246
(14517,15061)(40600,41199)(40600,41200)	scaffold_13	40900	546	0.049326
(14617,15079)(40700,41277)(40700,41300)	scaffold_13	41000	464	0.049110
(14702,15130)(40800,41382)(40800,41400)	scaffold_13	41100	430	0.049050
(14795,15130)(40900,41382)(40900,41500)	scaffold_13	41200	337	0.048928
(14878,15130)(41000,41382)(41000,41600)	scaffold_13	41300	254	0.048914
(14978,15130)(41100,41382)(41100,41700)	scaffold_13	41400	154	0.049053
(15062,15130)(41200,41382)(41200,41800)	scaffold_13	41500	70	0.048890
(15080,15130)(41332,41382)(41300,41900)	scaffold_13	41600	52	0.048816
(15131,15196)(48934,48999)(48400,49000)	scaffold_13	48700	67	0.048833
(15131,15296)(48934,49099)(48500,49100)	scaffold_13	48800	167	0.048930
(15131,15296)(48934,49099)(48600,49200)	scaffold_13	48900	167	0.048930
(15131,15391)(48934,49299)(48700,49300)	scaffold_13	49000	262	0.048994
(15131,15397)(48934,49399)(48800,49400)	scaffold_13	49100	268	0.048997
(15131,15497)(48934,49499)(48900,49500)	scaffold_13	49200	368	0.049075
(15197,15597)(49000,49599)(49000,49600)	scaffold_13	49300	402	0.049208
(15297,15603)(49205,49605)(49100,49700)	scaffold_13	49400	308	0.049289
(15297,15700)(49205,49799)(49200,49800)	scaffold_13	49500	405	0.049154
(15392,15800)(49300,49899)(49300,49900)	scaffold_13	49600	410	0.049233
(15398,15900)(49400,49999)(49400,50000)	scaffold_13	49700	504	0.049196
(15498,15924)(49500,50099)(49500,50100)	scaffold_13	49800	428	0.049173
(15598,16024)(49600,50199)(49600,50200)	scaffold_13	49900	428	0.049106
(15604,16124)(49703,50299)(49700,50300)	scaffold_13	50000	522	0.049146
(15701,16135)(49800,50310)(49800,50400)	scaffold_13	50100	436	0.049237
(15801,16228)(49900,50499)(49900,50500)	scaffold_13	50200	429	0.049135
(15901,16328)(50000,50599)(50000,50600)	scaffold_13	50300	429	0.049234
(15925,16399)(50100,50699)(50100,50700)	scaffold_13	50400	476	0.049229
(16025,16499)(50200,50799)(50200,50800)	scaffold_13	50500	476	0.049153
(16125,16575)(50300,50882)(50300,50900)	scaffold_13	50600	452	0.049238
(16136,16575)(50407,50882)(50400,51000)	scaffold_13	50700	441	0.049237
(16229,16604)(50500,51099)(50500,51100)	scaffold_13	50800	377	0.049297
(16329,16704)(50600,51199)(50600,51200)	scaffold_13	50900	377	0.045706
(16400,16767)(50700,51262)(50700,51300)	scaffold_13	51000	369	0.045813
(16500,16851)(50800,51399)(50800,51400)	scaffold_13	51100	353	0.046008
(16576,16902)(51071,51499)(50900,51500)	scaffold_13	51200	328	0.045635
(16576,16985)(51071,51599)(51000,51600)	scaffold_13	51300	411	0.046254
