region	chr	midPos	Nsites
(14659,16383)(46082,50999)(46000,51000)	scaffold_14	48500	1726	0.062357
(14901,16923)(47066,51991)(47000,52000)	scaffold_14	49500	2024	0.060366
(15012,17176)(48052,52861)(48000,53000)	scaffold_14	50500	2166	0.059693
(15328,17631)(49390,53999)(49000,54000)	scaffold_14	51500	2305	0.059177
(15825,18049)(50034,54824)(50000,55000)	scaffold_14	52500	2226	0.049354
(16384,18310)(51000,55940)(51000,56000)	scaffold_14	53500	1928	0.049479
(16924,18641)(52072,56943)(52000,57000)	scaffold_14	54500	1719	0.049403
(17177,18867)(53126,57734)(53000,58000)	scaffold_14	55500	1692	0.049413
(17632,19252)(54000,58982)(54000,59000)	scaffold_14	56500	1622	0.049229
(18050,20006)(55036,59999)(55000,60000)	scaffold_14	57500	1958	0.049212
(18311,20430)(56029,60999)(56000,61000)	scaffold_14	58500	2121	0.049133
(18642,20926)(57041,61999)(57000,62000)	scaffold_14	59500	2286	0.049079
(18868,21542)(58539,62994)(58000,63000)	scaffold_14	60500	2676	0.049130
(19253,21997)(59029,63999)(59000,64000)	scaffold_14	61500	2746	0.049204
(20007,22559)(60000,64999)(60000,65000)	scaffold_14	62500	2554	0.049194
(20431,23069)(61000,65999)(61000,66000)	scaffold_14	63500	2640	0.049234
(20927,23405)(62000,66999)(62000,67000)	scaffold_14	64500	2480	0.049312
(21543,23742)(63172,67999)(63000,68000)	scaffold_14	65500	2201	0.049284
(21998,23960)(64000,68999)(64000,69000)	scaffold_14	66500	1964	0.049294
(22560,24372)(65000,69999)(65000,70000)	scaffold_14	67500	1814	0.049337
(23070,24920)(66000,70999)(66000,71000)	scaffold_14	68500	1852	0.049402
(23406,25375)(67000,71834)(67000,72000)	scaffold_14	69500	1971	0.049376
(23743,25948)(68000,72907)(68000,73000)	scaffold_14	70500	2207	0.049441
(23961,26046)(69000,73265)(69000,74000)	scaffold_14	71500	2087	0.049451
(24373,26441)(70000,74999)(70000,75000)	scaffold_14	72500	2070	0.049453
(24921,26957)(71000,75978)(71000,76000)	scaffold_14	73500	2038	0.049445
(25376,27219)(72238,76949)(72000,77000)	scaffold_14	74500	1845	0.049442
(25949,27375)(73168,77427)(73000,78000)	scaffold_14	75500	1428	0.049409
(26047,27585)(74193,78970)(74000,79000)	scaffold_14	76500	1540	0.049361
(26442,27585)(75000,78970)(75000,80000)	scaffold_14	77500	1145	0.049325
(26958,28031)(76149,80914)(76000,81000)	scaffold_14	78500	1075	0.049246
(27220,28443)(77153,81842)(77000,82000)	scaffold_14	79500	1225	0.049237
(27376,28764)(78380,82701)(78000,83000)	scaffold_14	80500	1390	0.049224
(27586,28764)(80136,82701)(79000,84000)	scaffold_14	81500	1180	0.049239
(27586,28921)(80136,84929)(80000,85000)	scaffold_14	82500	1337	0.049248
(28032,29012)(81038,85475)(81000,86000)	scaffold_14	83500	982	0.049254
(28444,29272)(82033,86765)(82000,87000)	scaffold_14	84500	830	0.049288
(28765,29345)(84394,87526)(83000,88000)	scaffold_14	85500	582	0.049311
(28765,29663)(84394,88556)(84000,89000)	scaffold_14	86500	900	0.049348
(28922,29663)(85076,88556)(85000,90000)	scaffold_14	87500	743	0.049355
(29013,30226)(86114,90999)(86000,91000)	scaffold_14	88500	1215	0.049564
(29273,30638)(87008,91999)(87000,92000)	scaffold_14	89500	1367	0.049571
(29346,31231)(88005,92993)(88000,93000)	scaffold_14	90500	1887	0.049580
(29664,31595)(90026,93886)(89000,94000)	scaffold_14	91500	1933	0.049614
(29664,31769)(90026,94999)(90000,95000)	scaffold_14	92500	2107	0.049599
(30227,32447)(91000,95996)(91000,96000)	scaffold_14	93500	2222	0.049477
(30639,32936)(92000,96999)(92000,97000)	scaffold_14	94500	2299	0.049469
(31232,33246)(93042,97982)(93000,98000)	scaffold_14	95500	2016	0.049450
(31596,33902)(94634,98999)(94000,99000)	scaffold_14	96500	2308	0.049431
(31770,34434)(95000,99977)(95000,100000)	scaffold_14	97500	2666	0.049383
(32448,34994)(96011,100999)(96000,101000)	scaffold_14	98500	2548	0.049360
(32937,35820)(97000,101999)(97000,102000)	scaffold_14	99500	2885	0.049371
(33247,35843)(98085,102022)(98000,103000)	scaffold_14	100500	2598	0.049354
(33903,36305)(99000,103801)(99000,104000)	scaffold_14	101500	2404	0.049320
(34435,36581)(100250,104845)(100000,105000)	scaffold_14	102500	2148	0.049409
(34995,37013)(101000,105886)(101000,106000)	scaffold_14	103500	2020	0.049445
(35821,37013)(102000,105886)(102000,107000)	scaffold_14	104500	1194	0.049452
(35844,37013)(103020,105886)(103000,108000)	scaffold_14	105500	1171	0.049447
(36306,37013)(104187,105886)(104000,109000)	scaffold_14	106500	709	0.049514
(36582,37013)(105068,105886)(105000,110000)	scaffold_14	107500	433	0.049358
(37014,37135)(124284,124816)(120000,125000)	scaffold_14	122500	123	0.049299
(37014,37287)(124284,125874)(121000,126000)	scaffold_14	123500	275	0.049375
(37014,37702)(124284,126992)(122000,127000)	scaffold_14	124500	690	0.049352
(37014,38166)(124284,127944)(123000,128000)	scaffold_14	125500	1154	0.049288
(37014,38472)(124284,128999)(124000,129000)	scaffold_14	126500	1460	0.049279
(37136,38804)(125723,129999)(125000,130000)	scaffold_14	127500	1670	0.049311
(37288,39141)(126044,130998)(126000,131000)	scaffold_14	128500	1855	0.049314
(37703,39540)(127001,131999)(127000,132000)	scaffold_14	129500	1839	0.049283
(38167,40071)(128045,132999)(128000,133000)	scaffold_14	130500	1906	0.049334
(38473,40455)(129000,133999)(129000,134000)	scaffold_14	131500	1984	0.049346
(697,2273)(1090,5999)(1000,6000)	scaffold_140	3500	1578	0.050042
(1500,3129)(2096,6999)(2000,7000)	scaffold_140	4500	1631	0.049117
(1676,3813)(5170,7790)(3000,8000)	scaffold_140	5500	2139	0.049047
(1676,3813)(5170,7790)(4000,9000)	scaffold_140	6500	2139	0.049047
(1676,3813)(5170,7790)(5000,10000)	scaffold_140	7500	2139	0.049047
(2274,4443)(6000,10999)(6000,11000)	scaffold_140	8500	2171	0.049086
(3130,4513)(7000,11069)(7000,12000)	scaffold_140	9500	1385	0.049108
(3814,4513)(10194,11069)(8000,13000)	scaffold_140	10500	701	0.049294
(3814,4513)(10194,11069)(9000,14000)	scaffold_140	11500	701	0.049294
(3814,4513)(10194,11069)(10000,15000)	scaffold_140	12500	701	0.049294
(4444,4791)(11000,15999)(11000,16000)	scaffold_140	13500	349	0.049208
(204,1729)(1139,5930)(1000,6000)	scaffold_142	3500	1527	0.049119
(252,1798)(2129,6999)(2000,7000)	scaffold_142	4500	1548	0.049135
(684,2297)(3058,7912)(3000,8000)	scaffold_142	5500	1615	0.049238
(227,2014)(1040,5741)(1000,6000)	scaffold_143	3500	1789	0.049395
(176,2124)(1007,5547)(1000,6000)	scaffold_145	3500	1950	0.049248
(499,2185)(2000,6770)(2000,7000)	scaffold_145	4500	1688	0.049255
(296,1715)(1170,5999)(1000,6000)	scaffold_146	3500	1421	0.049264
(310,1861)(2081,6861)(2000,7000)	scaffold_146	4500	1553	0.049257
(172,1604)(1000,5727)(1000,6000)	scaffold_148	3500	1434	0.049194
(769,1942)(2160,6999)(2000,7000)	scaffold_148	4500	1175	0.049248
(1188,2447)(4758,7799)(3000,8000)	scaffold_148	5500	1261	0.049251
(114,1882)(1067,5718)(1000,6000)	scaffold_149	3500	1770	0.049233
(508,2598)(1164,5820)(1000,6000)	scaffold_15	3500	2092	0.048596
(1267,3303)(2000,6999)(2000,7000)	scaffold_15	4500	2038	0.048523
(1505,3438)(4066,7134)(3000,8000)	scaffold_15	5500	1935	0.048366
(1505,3438)(4066,7134)(4000,9000)	scaffold_15	6500	1935	0.048366
(1959,3438)(5000,7134)(5000,10000)	scaffold_15	7500	1481	0.048061
(2599,3438)(6114,7134)(6000,11000)	scaffold_15	8500	841	0.047252
(3304,3438)(7000,7134)(7000,12000)	scaffold_15	9500	136	0.040006
(3439,3770)(33527,33999)(29000,34000)	scaffold_15	31500	333	0.049641
(3439,4320)(33527,34772)(30000,35000)	scaffold_15	32500	883	0.049326
(3439,4746)(33527,35999)(31000,36000)	scaffold_15	33500	1309	0.049264
(3439,5308)(33527,36768)(32000,37000)	scaffold_15	34500	1871	0.049271
(3439,5702)(33527,37999)(33000,38000)	scaffold_15	35500	2265	0.049264
(3771,6444)(34000,38925)(34000,39000)	scaffold_15	36500	2675	0.049206
(4321,6444)(35522,38925)(35000,40000)	scaffold_15	37500	2125	0.049228
(4747,6444)(36000,38925)(36000,41000)	scaffold_15	38500	1699	0.049253
(5309,6444)(37403,38925)(37000,42000)	scaffold_15	39500	1137	0.049236
(5703,6444)(38000,38925)(38000,43000)	scaffold_15	40500	743	0.049238
(6445,6544)(56818,56917)(52000,57000)	scaffold_15	54500	101	0.049410
(6445,6611)(56818,57299)(53000,58000)	scaffold_15	55500	168	0.049363
(6445,6611)(56818,57299)(54000,59000)	scaffold_15	56500	168	0.049363
(6445,7191)(56818,59948)(55000,60000)	scaffold_15	57500	748	0.049337
(6445,8079)(56818,60999)(56000,61000)	scaffold_15	58500	1636	0.049201
(6545,8972)(57233,61999)(57000,62000)	scaffold_15	59500	2429	0.049168
(6612,9270)(59203,62426)(58000,63000)	scaffold_15	60500	2660	0.049152
(6612,9270)(59203,62426)(59000,64000)	scaffold_15	61500	2660	0.049152
(7192,9270)(60056,62426)(60000,65000)	scaffold_15	62500	2080	0.049105
(8080,9270)(61000,62426)(61000,66000)	scaffold_15	63500	1192	0.049108
(8973,9270)(62000,62426)(62000,67000)	scaffold_15	64500	299	0.049047
(9271,9664)(72456,72999)(68000,73000)	scaffold_15	70500	395	0.049152
(9271,10202)(72456,73945)(69000,74000)	scaffold_15	71500	933	0.049408
(9271,10261)(72456,74999)(70000,75000)	scaffold_15	72500	992	0.049417
(9271,11052)(72456,75846)(71000,76000)	scaffold_15	73500	1783	0.048364
(9271,11052)(72456,75846)(72000,77000)	scaffold_15	74500	1783	0.048364
(9665,11052)(73000,75846)(73000,78000)	scaffold_15	75500	1389	0.048176
(10203,11052)(74941,75846)(74000,79000)	scaffold_15	76500	851	0.047352
(10262,11052)(75000,75846)(75000,80000)	scaffold_15	77500	792	0.047158
(11053,11182)(86706,86835)(82000,87000)	scaffold_15	84500	131	0.049331
(11053,11891)(86706,87999)(83000,88000)	scaffold_15	85500	840	0.049236
(11053,12215)(86706,88607)(84000,89000)	scaffold_15	86500	1164	0.049293
(11053,12215)(86706,88607)(85000,90000)	scaffold_15	87500	1164	0.049293
(11053,12215)(86706,88607)(86000,91000)	scaffold_15	88500	1164	0.049293
(11183,12685)(87014,91994)(87000,92000)	scaffold_15	89500	1504	0.049325
(11892,13554)(88000,92999)(88000,93000)	scaffold_15	90500	1664	0.049440
(12216,14151)(91427,93638)(89000,94000)	scaffold_15	91500	1937	0.049414
(12216,14907)(91427,94999)(90000,95000)	scaffold_15	92500	2693	0.049323
(12216,15513)(91427,95999)(91000,96000)	scaffold_15	93500	3299	0.049281
(12686,16006)(92005,96846)(92000,97000)	scaffold_15	94500	3322	0.049252
(13555,16503)(93000,97999)(93000,98000)	scaffold_15	95500	2950	0.049181
(14152,17393)(94100,98996)(94000,99000)	scaffold_15	96500	3243	0.049175
(14908,18362)(95000,99999)(95000,100000)	scaffold_15	97500	3456	0.049227
(15514,19286)(96000,100999)(96000,101000)	scaffold_15	98500	3774	0.049197
(16007,19454)(97418,101167)(97000,102000)	scaffold_15	99500	3449	0.049199
(16504,19454)(98000,101167)(98000,103000)	scaffold_15	100500	2952	0.049200
(17394,19454)(99008,101167)(99000,104000)	scaffold_15	101500	2062	0.049168
(18363,19454)(100000,101167)(100000,105000)	scaffold_15	102500	1093	0.049049
(19287,19454)(101000,101167)(101000,106000)	scaffold_15	103500	169	0.049219
(19455,19637)(107696,107999)(103000,108000)	scaffold_15	105500	184	0.049050
(19455,20283)(107696,108910)(104000,109000)	scaffold_15	106500	830	0.049136
(19455,20283)(107696,108910)(105000,110000)	scaffold_15	107500	830	0.049136
(19455,20568)(107696,110999)(106000,111000)	scaffold_15	108500	1115	0.049192
(19455,20825)(107696,111365)(107000,112000)	scaffold_15	109500	1372	0.049125
(19638,20927)(108000,112960)(108000,113000)	scaffold_15	110500	1291	0.049162
(20284,20927)(110653,112960)(109000,114000)	scaffold_15	111500	645	0.049165
(20284,20927)(110653,112960)(110000,115000)	scaffold_15	112500	645	0.049165
(20569,20927)(111000,112960)(111000,116000)	scaffold_15	113500	360	0.049037
(20826,20927)(112478,112960)(112000,117000)	scaffold_15	114500	103	0.049444
(20928,21087)(125803,125999)(121000,126000)	scaffold_15	123500	161	0.049462
(20928,22005)(125803,126994)(122000,127000)	scaffold_15	124500	1079	0.049250
(20928,22182)(125803,127248)(123000,128000)	scaffold_15	125500	1256	0.049284
(20928,22182)(125803,127248)(124000,129000)	scaffold_15	126500	1256	0.049284
(20928,22962)(125803,129999)(125000,130000)	scaffold_15	127500	2036	0.049047
(21088,23773)(126000,130999)(126000,131000)	scaffold_15	128500	2687	0.049234
(22006,24619)(127072,131967)(127000,132000)	scaffold_15	129500	2615	0.048658
(22183,25429)(129076,132999)(128000,133000)	scaffold_15	130500	3248	0.048264
(22183,26320)(129076,133999)(129000,134000)	scaffold_15	131500	4139	0.048414
(22963,26936)(130000,134999)(130000,135000)	scaffold_15	132500	3975	0.048493
(23774,27865)(131000,135999)(131000,136000)	scaffold_15	133500	4093	0.048391
(24620,28760)(132020,136999)(132000,137000)	scaffold_15	134500	4142	0.048790
(25430,29224)(133000,137603)(133000,138000)	scaffold_15	135500	3796	0.049212
(26321,29595)(134000,138999)(134000,139000)	scaffold_15	136500	3276	0.049272
(26937,30404)(135000,139999)(135000,140000)	scaffold_15	137500	3469	0.049237
(27866,30432)(136000,140027)(136000,141000)	scaffold_15	138500	2568	0.049261
(28761,30432)(137000,140027)(137000,142000)	scaffold_15	139500	1673	0.049256
(29225,30432)(138443,140027)(138000,143000)	scaffold_15	140500	1209	0.049216
(29596,30432)(139000,140027)(139000,144000)	scaffold_15	141500	838	0.049175
(30405,30521)(140000,144999)(140000,145000)	scaffold_15	142500	118	0.048840
(30433,31184)(144911,145903)(141000,146000)	scaffold_15	143500	753	0.049364
(30433,31493)(144911,146923)(142000,147000)	scaffold_15	144500	1062	0.049254
(30433,31756)(144911,147446)(143000,148000)	scaffold_15	145500	1325	0.049233
(30433,31756)(144911,147446)(144000,149000)	scaffold_15	146500	1325	0.049233
(30522,31756)(145000,147446)(145000,150000)	scaffold_15	147500	1236	0.049257
(31185,31756)(146505,147446)(146000,151000)	scaffold_15	148500	573	0.049057
(31494,31756)(147040,147446)(147000,152000)	scaffold_15	149500	264	0.049139
(31757,32125)(157389,157982)(153000,158000)	scaffold_15	155500	370	0.050898
(31757,32339)(157389,158324)(154000,159000)	scaffold_15	156500	584	0.050111
(31757,32339)(157389,158324)(155000,160000)	scaffold_15	157500	584	0.050111
(31757,32381)(157389,160999)(156000,161000)	scaffold_15	158500	626	0.050055
(31757,32764)(157389,161999)(157000,162000)	scaffold_15	159500	1009	0.049708
(32126,33426)(158111,162999)(158000,163000)	scaffold_15	160500	1302	0.049232
(32340,34100)(160958,163866)(159000,164000)	scaffold_15	161500	1762	0.048687
(32340,34620)(160958,164999)(160000,165000)	scaffold_15	162500	2282	0.048805
(32382,35431)(161061,165999)(161000,166000)	scaffold_15	163500	3051	0.048955
(32765,36423)(162000,166999)(162000,167000)	scaffold_15	164500	3660	0.049017
(33427,37397)(163000,167999)(163000,168000)	scaffold_15	165500	3972	0.049379
(34101,38220)(164076,168999)(164000,169000)	scaffold_15	166500	4121	0.049593
(34621,38826)(165000,169979)(165000,170000)	scaffold_15	167500	4207	0.049545
(35432,39067)(166000,170999)(166000,171000)	scaffold_15	168500	3637	0.049589
(36424,40058)(167000,171999)(167000,172000)	scaffold_15	169500	3636	0.049566
(37398,40830)(168000,172858)(168000,173000)	scaffold_15	170500	3434	0.049104
(38221,41487)(169000,173946)(169000,174000)	scaffold_15	171500	3268	0.049153
(38827,41804)(170759,174999)(170000,175000)	scaffold_15	172500	2979	0.049206
(39068,42322)(171000,175999)(171000,176000)	scaffold_15	173500	3256	0.048760
(40059,42745)(172000,176999)(172000,177000)	scaffold_15	174500	2688	0.048716
(40831,43438)(173028,177999)(173000,178000)	scaffold_15	175500	2609	0.048775
(41488,43503)(174490,178064)(174000,179000)	scaffold_15	176500	2017	0.048610
(41805,43603)(175000,179928)(175000,180000)	scaffold_15	177500	1800	0.048524
(42323,44255)(176000,180890)(176000,181000)	scaffold_15	178500	1934	0.049463
(42746,44255)(177000,180890)(177000,182000)	scaffold_15	179500	1511	0.049468
(43439,44255)(178000,180890)(178000,183000)	scaffold_15	180500	818	0.049708
(43504,44354)(179829,183647)(179000,184000)	scaffold_15	181500	852	0.049676
(43604,45094)(180121,184999)(180000,185000)	scaffold_15	182500	1492	0.049416
(44256,45794)(183218,185999)(181000,186000)	scaffold_15	183500	1540	0.049261
(44256,46185)(183218,186999)(182000,187000)	scaffold_15	184500	1931	0.049150
(44256,47112)(183218,187999)(183000,188000)	scaffold_15	185500	2858	0.049213
(44355,47502)(184121,188457)(184000,189000)	scaffold_15	186500	3149	0.049219
(45095,47813)(185000,189972)(185000,190000)	scaffold_15	187500	2720	0.049221
(45795,48066)(186000,190359)(186000,191000)	scaffold_15	188500	2273	0.049144
(46186,48583)(187000,191999)(187000,192000)	scaffold_15	189500	2399	0.049307
(47113,49292)(188000,192999)(188000,193000)	scaffold_15	190500	2181	0.049355
(47503,50245)(189299,193999)(189000,194000)	scaffold_15	191500	2744	0.053844
(47814,51009)(190029,194999)(190000,195000)	scaffold_15	192500	3197	0.053303
(48067,51796)(191265,195877)(191000,196000)	scaffold_15	193500	3731	0.053106
(48584,52174)(192000,196999)(192000,197000)	scaffold_15	194500	3592	0.053225
(49293,52783)(193000,197652)(193000,198000)	scaffold_15	195500	3492	0.052818
(50246,53016)(194000,198999)(194000,199000)	scaffold_15	196500	2772	0.049288
(51010,53675)(195000,199759)(195000,200000)	scaffold_15	197500	2667	0.049380
(51797,53675)(196476,199759)(196000,201000)	scaffold_15	198500	1880	0.048630
(52175,53675)(197000,199759)(197000,202000)	scaffold_15	199500	1502	0.048501
(52784,53675)(198613,199759)(198000,203000)	scaffold_15	200500	893	0.049548
(53017,53675)(199000,199759)(199000,204000)	scaffold_15	201500	660	0.049565
(53676,54355)(215095,215999)(211000,216000)	scaffold_15	213500	681	0.049119
(53676,55352)(215095,216999)(212000,217000)	scaffold_15	214500	1678	0.049152
(53676,56161)(215095,217965)(213000,218000)	scaffold_15	215500	2487	0.049095
(53676,56283)(215095,218988)(214000,219000)	scaffold_15	216500	2609	0.049085
(53676,56913)(215095,219930)(215000,220000)	scaffold_15	217500	3239	0.049098
(54356,57411)(216000,220999)(216000,221000)	scaffold_15	218500	3057	0.049087
(55353,57910)(217000,221648)(217000,222000)	scaffold_15	219500	2559	0.049057
(56162,58272)(218060,222999)(218000,223000)	scaffold_15	220500	2112	0.049084
(56284,59226)(219076,223999)(219000,224000)	scaffold_15	221500	2944	0.049141
(56914,60156)(220087,224999)(220000,225000)	scaffold_15	222500	3244	0.049307
(57412,60970)(221000,225965)(221000,226000)	scaffold_15	223500	3560	0.049309
(57911,61935)(222574,226999)(222000,227000)	scaffold_15	224500	4026	0.049285
(58273,62715)(223000,227999)(223000,228000)	scaffold_15	225500	4444	0.052541
(59227,63043)(224000,228656)(224000,229000)	scaffold_15	226500	3818	0.052998
(60157,63450)(225000,229998)(225000,230000)	scaffold_15	227500	3295	0.053056
(60971,63733)(226013,230999)(226000,231000)	scaffold_15	228500	2764	0.053805
(61936,64632)(227000,231999)(227000,232000)	scaffold_15	229500	2698	0.054195
(62716,64992)(228000,232999)(228000,233000)	scaffold_15	230500	2278	0.048924
(63044,65076)(229447,233110)(229000,234000)	scaffold_15	231500	2034	0.048877
(63451,65076)(230108,233110)(230000,235000)	scaffold_15	232500	1627	0.049661
(63734,65076)(231000,233110)(231000,236000)	scaffold_15	233500	1344	0.049689
(64633,65076)(232000,233110)(232000,237000)	scaffold_15	234500	445	0.049499
(64993,65076)(233000,233110)(233000,238000)	scaffold_15	235500	85	0.049057
(65077,65836)(254104,254999)(250000,255000)	scaffold_15	252500	761	0.049307
(65077,66431)(254104,255999)(251000,256000)	scaffold_15	253500	1356	0.049237
(65077,67181)(254104,256985)(252000,257000)	scaffold_15	254500	2106	0.049225
(65077,68077)(254104,257999)(253000,258000)	scaffold_15	255500	3002	0.048422
(65077,68967)(254104,258999)(254000,259000)	scaffold_15	256500	3892	0.048615
(65837,69835)(255000,259999)(255000,260000)	scaffold_15	257500	4000	0.048696
(66432,70368)(256000,260985)(256000,261000)	scaffold_15	258500	3938	0.048367
(67182,70558)(257030,261999)(257000,262000)	scaffold_15	259500	3378	0.048211
(68078,71458)(258000,262999)(258000,263000)	scaffold_15	260500	3382	0.048869
(565,2267)(1000,5999)(1000,6000)	scaffold_150	3500	1704	0.049192
(501,2536)(1669,5999)(1000,6000)	scaffold_151	3500	2037	0.048407
(825,3057)(2002,6681)(2000,7000)	scaffold_151	4500	2234	0.047901
(1306,3057)(4413,6681)(3000,8000)	scaffold_151	5500	1753	0.047592
(1306,3057)(4413,6681)(4000,9000)	scaffold_151	6500	1753	0.047592
(1734,3790)(5000,9912)(5000,10000)	scaffold_151	7500	2058	0.047758
(2537,3790)(6000,9912)(6000,11000)	scaffold_151	8500	1255	0.048084
(3058,4072)(9097,11999)(7000,12000)	scaffold_151	9500	1016	0.049230
(3058,4196)(9097,12999)(8000,13000)	scaffold_151	10500	1140	0.049231
(93,1067)(1000,3751)(1000,6000)	scaffold_152	3500	976	0.049176
(413,1652)(2330,6969)(2000,7000)	scaffold_152	4500	1241	0.049228
(284,1139)(1000,5999)(1000,6000)	scaffold_153	3500	857	0.049162
(789,1902)(5150,6999)(2000,7000)	scaffold_153	4500	1115	0.049031
(789,2241)(5150,7930)(3000,8000)	scaffold_153	5500	1454	0.049063
(789,2876)(5150,8999)(4000,9000)	scaffold_153	6500	2089	0.049118
(232,1827)(1183,5999)(1000,6000)	scaffold_154	3500	1597	0.049597
(228,1617)(1210,5767)(1000,6000)	scaffold_155	3500	1391	0.064309
(100,1610)(1066,5956)(1000,6000)	scaffold_156	3500	1512	0.050389
(477,2007)(2074,6999)(2000,7000)	scaffold_156	4500	1532	0.049439
(445,2544)(1000,4080)(1000,6000)	scaffold_157	3500	2101	0.049158
(1210,2790)(2103,6612)(2000,7000)	scaffold_157	4500	1582	0.049200
(1858,2790)(3264,6612)(3000,8000)	scaffold_157	5500	934	0.049248
(2464,2790)(4000,6612)(4000,9000)	scaffold_157	6500	328	0.048926
(2545,2790)(6096,6612)(5000,10000)	scaffold_157	7500	247	0.048802
(243,1867)(2000,5999)(2000,7000)	scaffold_158	4500	1626	0.049156
(287,2076)(1000,5882)(1000,6000)	scaffold_159	3500	1791	0.048606
(132,1895)(1028,5999)(1000,6000)	scaffold_16	3500	1765	0.049181
(411,2285)(2299,6841)(2000,7000)	scaffold_16	4500	1876	0.049199
(721,2691)(3019,7996)(3000,8000)	scaffold_16	5500	1972	0.049217
(1086,2942)(4000,8668)(4000,9000)	scaffold_16	6500	1858	0.049151
(1498,3252)(5146,9999)(5000,10000)	scaffold_16	7500	1756	0.049249
(1896,3446)(6000,10891)(6000,11000)	scaffold_16	8500	1552	0.049240
(2286,3650)(7015,11770)(7000,12000)	scaffold_16	9500	1366	0.049239
(2692,3828)(8138,12950)(8000,13000)	scaffold_16	10500	1138	0.049146
(2943,4128)(9010,13596)(9000,14000)	scaffold_16	11500	1187	0.049180
(3253,4427)(10000,14986)(10000,15000)	scaffold_16	12500	1176	0.049166
(3447,4713)(11149,15914)(11000,16000)	scaffold_16	13500	1268	0.049096
(3651,5132)(12687,16849)(12000,17000)	scaffold_16	14500	1483	0.049120
(3829,5348)(13092,17990)(13000,18000)	scaffold_16	15500	1521	0.049158
(4129,5793)(14040,18990)(14000,19000)	scaffold_16	16500	1666	0.049240
(4428,6198)(15159,19999)(15000,20000)	scaffold_16	17500	1772	0.049220
(4714,6540)(16056,20999)(16000,21000)	scaffold_16	18500	1828	0.049344
(5133,7097)(17236,21999)(17000,22000)	scaffold_16	19500	1966	0.049385
(5349,7255)(18120,22848)(18000,23000)	scaffold_16	20500	1908	0.049387
(5794,7403)(19073,23999)(19000,24000)	scaffold_16	21500	1611	0.049350
(6199,7582)(20000,24585)(20000,25000)	scaffold_16	22500	1385	0.049378
(6541,7582)(21000,24585)(21000,26000)	scaffold_16	23500	1043	0.049328
(7098,7582)(22000,24585)(22000,27000)	scaffold_16	24500	486	0.049281
(7256,7881)(23141,27999)(23000,28000)	scaffold_16	25500	627	0.049055
(7404,8427)(24000,28975)(24000,29000)	scaffold_16	26500	1025	0.049071
(7583,8815)(27524,29999)(25000,30000)	scaffold_16	27500	1234	0.049102
(7583,9224)(27524,30939)(26000,31000)	scaffold_16	28500	1643	0.049222
(7583,9292)(27524,31646)(27000,32000)	scaffold_16	29500	1711	0.049219
(7882,9781)(28000,32803)(28000,33000)	scaffold_16	30500	1901	0.049305
(8428,10091)(29260,33999)(29000,34000)	scaffold_16	31500	1665	0.049298
(8816,10583)(30000,34962)(30000,35000)	scaffold_16	32500	1769	0.049363
(9225,10909)(31579,35999)(31000,36000)	scaffold_16	33500	1686	0.049327
(9293,11459)(32021,36957)(32000,37000)	scaffold_16	34500	2168	0.049346
(9782,11901)(33007,37562)(33000,38000)	scaffold_16	35500	2121	0.049287
(10092,12239)(34000,38999)(34000,39000)	scaffold_16	36500	2149	0.049332
(10584,12715)(35264,39999)(35000,40000)	scaffold_16	37500	2133	0.049259
(10910,13240)(36000,40999)(36000,41000)	scaffold_16	38500	2332	0.049231
(11460,13546)(37017,41760)(37000,42000)	scaffold_16	39500	2088	0.049244
(11902,13792)(38217,42811)(38000,43000)	scaffold_16	40500	1892	0.049370
(12240,14093)(39000,43852)(39000,44000)	scaffold_16	41500	1855	0.049304
(12716,14524)(40000,44827)(40000,45000)	scaffold_16	42500	1810	0.049450
(13241,14667)(41000,45414)(41000,46000)	scaffold_16	43500	1428	0.049493
(13547,14748)(42041,46417)(42000,47000)	scaffold_16	44500	1203	0.049436
(13793,14936)(43247,47879)(43000,48000)	scaffold_16	45500	1145	0.049369
(14094,15194)(44014,48829)(44000,49000)	scaffold_16	46500	1102	0.049435
(14525,15480)(45134,49741)(45000,50000)	scaffold_16	47500	957	0.049319
(14668,15822)(46337,50848)(46000,51000)	scaffold_16	48500	1156	0.049182
(14749,15970)(47131,51979)(47000,52000)	scaffold_16	49500	1223	0.049256
(14937,16246)(48057,52999)(48000,53000)	scaffold_16	50500	1311	0.049214
(15195,16645)(49092,53597)(49000,54000)	scaffold_16	51500	1452	0.049259
(15481,16645)(50146,53597)(50000,55000)	scaffold_16	52500	1166	0.049171
(15823,16645)(51499,53597)(51000,56000)	scaffold_16	53500	824	0.049313
(15971,16726)(52135,56745)(52000,57000)	scaffold_16	54500	757	0.049348
(16247,16820)(53000,57801)(53000,58000)	scaffold_16	55500	575	0.049260
(16646,17243)(56665,58999)(54000,59000)	scaffold_16	56500	599	0.047047
(16646,17496)(56665,59999)(55000,60000)	scaffold_16	57500	852	0.047541
(16646,17669)(56665,60928)(56000,61000)	scaffold_16	58500	1025	0.047763
(16727,17985)(57207,61999)(57000,62000)	scaffold_16	59500	1260	0.047989
(16821,18341)(58045,62999)(58000,63000)	scaffold_16	60500	1522	0.048242
(17244,18596)(59000,63983)(59000,64000)	scaffold_16	61500	1354	0.049231
(17497,18852)(60000,64999)(60000,65000)	scaffold_16	62500	1357	0.049307
(17670,19127)(61216,65999)(61000,66000)	scaffold_16	63500	1459	0.049305
